as_of_date,reference_month,projected_index,implied_zc_rate,node_status,fit_status,curve_kind,observation_count,model_version,matrix_version,base_month,base_cpi,training_cutoff,source_trade_count,node_trade_count
2026-09-11,2026-09-01,336.43950694647691,0.035835920401714683,shadow_posterior,fit_succeeded,shadow_posterior,7,uscpi_six_driver_v1,uscpi_monthly_bucket_matrix_v2,2026-08-01,334.98000000000002,2026-09-11,7,1
2026-09-11,2026-10-01,336.26106528647307,0.034092612551620105,shadow_posterior,fit_succeeded,shadow_posterior,7,uscpi_six_driver_v1,uscpi_monthly_bucket_matrix_v2,2026-08-01,334.98000000000002,2026-09-11,7,1
2026-09-11,2026-11-01,336.28859288951151,0.037537078290000414,shadow_posterior,fit_succeeded,shadow_posterior,7,uscpi_six_driver_v1,uscpi_monthly_bucket_matrix_v2,2026-08-01,334.98000000000002,2026-09-11,7,0
2026-09-11,2026-12-01,336.41911577462071,0.038157577979659907,shadow_posterior,fit_succeeded,shadow_posterior,7,uscpi_six_driver_v1,uscpi_monthly_bucket_matrix_v2,2026-08-01,334.98000000000002,2026-09-11,7,0
2026-09-11,2027-01-01,337.15555024965107,0.036597930987821936,shadow_posterior,fit_succeeded,shadow_posterior,7,uscpi_six_driver_v1,uscpi_monthly_bucket_matrix_v2,2026-08-01,334.98000000000002,2026-09-11,7,0
2026-09-11,2027-02-01,338.29899540133687,0.035234161302804212,shadow_posterior,fit_succeeded,shadow_posterior,7,uscpi_six_driver_v1,uscpi_monthly_bucket_matrix_v2,2026-08-01,334.98000000000002,2026-09-11,7,1
2026-09-11,2027-03-01,339.48348931145046,0.028074271186932176,shadow_posterior,fit_succeeded,shadow_posterior,7,uscpi_six_driver_v1,uscpi_monthly_bucket_matrix_v2,2026-08-01,334.98000000000002,2026-09-11,7,0
2026-09-11,2027-04-01,340.70010892629341,0.02306200506364009,shadow_posterior,fit_succeeded,shadow_posterior,7,uscpi_six_driver_v1,uscpi_monthly_bucket_matrix_v2,2026-08-01,334.98000000000002,2026-09-11,7,2
2026-09-11,2027-05-01,341.62253755900747,0.019394483694068931,shadow_posterior,fit_succeeded,shadow_posterior,7,uscpi_six_driver_v1,uscpi_monthly_bucket_matrix_v2,2026-08-01,334.98000000000002,2026-09-11,7,2
2026-09-11,2027-06-01,342.30816436034269,0.02502205215223352,shadow_posterior,fit_succeeded,shadow_posterior,7,uscpi_six_driver_v1,uscpi_monthly_bucket_matrix_v2,2026-08-01,334.98000000000002,2026-09-11,7,1
2026-09-11,2027-07-01,342.79910854235533,0.026596675059012531,shadow_posterior,fit_succeeded,shadow_posterior,7,uscpi_six_driver_v1,uscpi_monthly_bucket_matrix_v2,2026-08-01,334.98000000000002,2026-09-11,7,1
2026-09-11,2027-08-01,343.12722604196824,0.024321529768846606,shadow_posterior,fit_succeeded,shadow_posterior,7,uscpi_six_driver_v1,uscpi_monthly_bucket_matrix_v2,2026-08-01,334.98000000000002,2026-09-11,7,0
